Cancer type,Gene symbol,Uniprot ID,Differential expression status_up,Differential expression status_down,The number of tumor types_pccup,oncogene_x,COSMIC_CGC_x,Number of tumor types (PCDGs),oncogene_y,COSMIC_CGC_y,The number of tumor types_pccdp,Number of tumor types (PCCDPs),Risk coefficient
HNSC,ROR2,Q01974,Up,,,,,,,,,,
PAAD,ROR2,Q01974,Up,,,,,,,,,,
LUSC,RP1,P56715,,Down,,,,,,,,,
LUAD,RP2,O75695,,Down,,,,,,,,,
LUSC,RP2,O75695,,Down,,,,,,,,,
PAAD,RP2,O75695,Up,,,,,,,,,,
COAD,RP9,Q8TA86,Up,,,,,,,,,,
GBM,RP9,Q8TA86,Up,,,,,,,,,,
LUSC,RP9,Q8TA86,Up,,,,,,,,,,
ESCC,RPA1,P27694,Up,,,,,,,,,,
LUSC,RPA1,P27694,Up,,,,,,,,,,
GBM,RPA3,P35244,Up,,,,,,,,,,
OV,RPA3,P35244,Up,,,,,,,,,,
COAD,RPAP3,Q9H6T3,Up,,,,,,,,,,
LUAD,RPAP3,Q9H6T3,Up,,,,,,,,,,
LUSC,RPAP3,Q9H6T3,Up,,,,,,,,,,
PAAD,RPE,Q96AT9,Up,,,,,,,,,,
COAD,RPF2,Q9H7B2,Up,,,,,,,,,,
GBM,RPF2,Q9H7B2,Up,,,,,,,,,,
KIRC,RPF2,Q9H7B2,Up,,,,,,,,,,
LUSC,RPF2,Q9H7B2,Up,,,,,,,,,,
OV,RPF2,Q9H7B2,Up,,,,,,,,,,
LUAD,RPGR,Q92834,,Down,,,,,,,,,
LUSC,RPGR,Q92834,,Down,,,,,,,,,
LUSC,RPGRIP1,Q96KN7,,Down,,,,,,,,,
GBM,RPH3A,Q9Y2J0,,Down,,,,,,,,,
PAAD,RPH3AL,Q9UNE2,,Down,,,,,,,,,
GBM,RPIA,P49247,Up,,,,,,,,,,
UCEC,RPIA,P49247,Up,,,,,,,,,,
PAAD,RPL10,P27635,,Down,,,,,,,,,
GBM,RPL10A,P62906,Up,,,,,,,,,,
GBM,RPL11,P62913,Up,,,,,,,,,,
KIRC,RPL11,P62913,Up,,,,,,,,,,
COAD,RPL12,P30050,Up,,,,,,,,,,
KIRC,RPL12,P30050,Up,,,,,,,,,,
LUAD,RPL12,P30050,Up,,,,,,,,,,
COAD,RPL13,P26373,Up,,,,,,,,,,
GBM,RPL13,P26373,Up,,,,,,,,,,
KIRC,RPL13,P26373,Up,,,,,,,,,,
GBM,RPL13A,P40429,Up,,,,,,,,,,
KIRC,RPL13A,P40429,Up,,,,,,,,,,
COAD,RPL14,P50914,Up,,,,,,,,,,
GBM,RPL15,P61313,Up,,,,,,,,,,
PAAD,RPL17,P18621,,Down,,,,,,,,,
COAD,RPL18,Q07020,Up,,,,,,,,,,
KIRC,RPL18,Q07020,Up,,,,,,,,,,
LUSC,RPL18,Q07020,Up,,,,,,,,,,
KIRC,RPL18A,Q02543,Up,,,,,,,,,,
LUSC,RPL18A,Q02543,Up,,,,,,,,,,
PAAD,RPL18A,Q02543,,Down,,,,,,,,,
COAD,RPL19,P84098,Up,,,,,,,,,,
GBM,RPL19,P84098,Up,,,,,,,,,,
KIRC,RPL19,P84098,Up,,,,,,,,,,
COAD,RPL21,P46778,Up,,,,,,,,,,
PAAD,RPL21,P46778,,Down,,,,,,,,,
COAD,RPL22L1,Q6P5R6,Up,,,,,,,,,,
LIHC,RPL22L1,Q6P5R6,Up,,,,,,,,,,
LUSC,RPL22L1,Q6P5R6,Up,,,,,,,,,,
UCEC,RPL22L1,Q6P5R6,Up,,,,,,,,,,
GBM,RPL23A,P62750,Up,,,,,,,,,,
KIRC,RPL23A,P62750,Up,,,,,,,,,,
GBM,RPL24,P83731,Up,,,,,,,,,,
KIRC,RPL24,P83731,Up,,,,,,,,,,
GBM,RPL26,P61254,Up,,,,,,,,,,
BRCA,RPL26L1,Q9UNX3,Up,,,,,,,,,,
COAD,RPL26L1,Q9UNX3,Up,,,,,,,,,,
LUAD,RPL26L1,Q9UNX3,Up,,,,,,,,,,
OV,RPL26L1,Q9UNX3,Up,,,,,,,,,,
UCEC,RPL26L1,Q9UNX3,Up,,,,,,,,,,
COAD,RPL27,P61353,Up,,,,,,,,,,
KIRC,RPL27,P61353,Up,,,,,,,,,,
OV,RPL27,P61353,Up,,,,,,,,,,
COAD,RPL27A,P46776,Up,,,,,,,,,,
GBM,RPL27A,P46776,Up,,,,,,,,,,
KIRC,RPL27A,P46776,Up,,,,,,,,,,
COAD,RPL28,P46779,Up,,,,,,,,,,
GBM,RPL28,P46779,Up,,,,,,,,,,
KIRC,RPL28,P46779,Up,,,,,,,,,,
OV,RPL28,P46779,Up,,,,,,,,,,
GBM,RPL29,P47914,Up,,,,,,,,,,
COAD,RPL30,P62888,Up,,,,,,,,,,
GBM,RPL30,P62888,Up,,,,,,,,,,
COAD,RPL31,P62899,Up,,,,,,,,,,
KIRC,RPL31,P62899,Up,,,,,,,,,,
COAD,RPL32,P62910,Up,,,,,,,,,,
KIRC,RPL34,P49207,Up,,,,,,,,,,
COAD,RPL35,P42766,Up,,,,,,,,,,
GBM,RPL35,P42766,Up,,,,,,,,,,
KIRC,RPL35,P42766,Up,,,,,,,,,,
OV,RPL35,P42766,Up,,,,,,,,,,
COAD,RPL35A,P18077,Up,,,,,,,,,,
KIRC,RPL35A,P18077,Up,,,,,,,,,,
LUSC,RPL35A,P18077,Up,,,,,,,,,,
GBM,RPL36,Q9Y3U8,Up,,,,,,,,,,
KIRC,RPL36,Q9Y3U8,Up,,,,,,,,,,
LUSC,RPL36,Q9Y3U8,Up,,,,,,,,,,
COAD,RPL36A,P83881,Up,,,,,,,,,,
GBM,RPL36A,P83881,Up,,,,,,,,,,
KIRC,RPL36A,P83881,Up,,,,,,,,,,
LUAD,RPL36A,P83881,Up,,,,,,,,,,
LUSC,RPL36A,P83881,Up,,,,,,,,,,
COAD,RPL37,P61927,Up,,,,,,,,,,
KIRC,RPL37,P61927,Up,,,,,,,,,,
LUSC,RPL37,P61927,Up,,,,,,,,,,
OV,RPL37,P61927,Up,,,,,,,,,,
COAD,RPL37A,P61513,Up,,,,,,,,,,
KIRC,RPL37A,P61513,Up,,,,,,,,,,
OV,RPL37A,P61513,Up,,,,,,,,,,
COAD,RPL38,P63173,Up,,,,,,,,,,
GBM,RPL38,P63173,Up,,,,,,,,,,
KIRC,RPL38,P63173,Up,,,,,,,,,,
LUSC,RPL38,P63173,Up,,,,,,,,,,
OV,RPL38,P63173,Up,,,,,,,,,,
KIRC,RPL39,P62891,Up,,,,,,,,,,
PAAD,RPL3L,Q92901,,Down,,,,,,,,,
COAD,RPL4,P36578,Up,,,,,,,,,,
GBM,RPL5,P46777,Up,,,,,,,,,,
PAAD,RPL5,P46777,,Down,,,,,,,,,
COAD,RPL6,Q02878,Up,,,,,,,,,,
GBM,RPL6,Q02878,Up,,,,,,,,,,
KIRC,RPL6,Q02878,Up,,,,,,,,,,
COAD,RPL7,P18124,Up,,,,,,,,,,
GBM,RPL7,P18124,Up,,,,,,,,,,
COAD,RPL7A,P62424,Up,,,,,,,,,,
GBM,RPL7A,P62424,Up,,,,,,,,,,
KIRC,RPL7A,P62424,Up,,,,,,,,,,
PAAD,RPL7A,P62424,,Down,,,,,,,,,
COAD,RPL7L1,Q6DKI1,Up,,,,,,,,,,
LUSC,RPL7L1,Q6DKI1,Up,,,,,,,,,,
COAD,RPL8,P62917,Up,,,,,,,,,,
GBM,RPL8,P62917,Up,,,,,,,,,,
KIRC,RPL8,P62917,Up,,,,,,,,,,
OV,RPL8,P62917,Up,,,,,,,,,,
COAD,RPLP0,P05388,Up,,,,,,,,,,
LUAD,RPLP0,P05388,Up,,,,,,,,,,
LUSC,RPLP0,P05388,Up,,,,,,,,,,
PAAD,RPLP0,P05388,,Down,,,,,,,,,
GBM,RPLP1,P05386,Up,,,,,,,,,,
KIRC,RPLP1,P05386,Up,,,,,,,,,,
LIHC,RPLP1,P05386,Up,,,,,,,,,,
LUSC,RPLP1,P05386,Up,,,,,,,,,,
ESCC,RPN1,P04843,Up,,,,,,,,,,
LUSC,RPN1,P04843,Up,,,,,,,,,,
OV,RPN1,P04843,Up,,,,,,,,,,
UCEC,RPN1,P04843,Up,,,,,,,,,,
LUAD,RPN2,P04844,Up,,,,,,,,,,
LUSC,RPN2,P04844,Up,,,,,,,,,,
OV,RPN2,P04844,Up,,,,,,,,,,
UCEC,RPN2,P04844,Up,,,,,,,,,,
BRCA,RPP21,Q9H633,Up,,,,,,,,,,
LUAD,RPP21,Q9H633,Up,,,,,,,,,,
LUSC,RPP21,Q9H633,Up,,,,,,,,,,
BRCA,RPP25,Q9BUL9,Up,,,,,,,,,,
HNSC,RPP25,Q9BUL9,Up,,,,,,,,,,
LUSC,RPP25,Q9BUL9,Up,,,,,,,,,,
LUSC,RPP25L,Q8N5L8,Up,,,,,,,,,,
OV,RPP30,P78346,Up,,,,,,,,,,
UCEC,RPP38,P78345,Up,,,,,,,,,,
BRCA,RPP40,O75818,Up,,8.0,No,,,,,,,
COAD,RPP40,O75818,Up,,8.0,No,,,,,,,
GBM,RPP40,O75818,Up,,8.0,No,,,,,,,
LIHC,RPP40,O75818,Up,,8.0,No,,,,,,,
LUAD,RPP40,O75818,Up,,8.0,No,,,,,,,
LUSC,RPP40,O75818,Up,,8.0,No,,,,,,,
OV,RPP40,O75818,Up,,8.0,No,,,,,,,
UCEC,RPP40,O75818,Up,,8.0,No,,,,,,,
COAD,RPRD1B,Q9NQG5,Up,,,,,,,,,,
OV,RPS10,P46783,Up,,,,,,,,,,
GBM,RPS12,P25398,Up,,,,,,,,,,
GBM,RPS15,P62841,Up,,,,,,,,,,
KIRC,RPS15,P62841,Up,,,,,,,,,,
GBM,RPS15A,P62244,Up,,,,,,,,,,
GBM,RPS16,P62249,Up,,,,,,,,,,
KIRC,RPS16,P62249,Up,,,,,,,,,,
LUAD,RPS16,P62249,Up,,,,,,,,,,
LUSC,RPS16,P62249,Up,,,,,,,,,,
GBM,RPS17,P08708,Up,,,,,,,,,,
LUSC,RPS17,P08708,Up,,,,,,,,,,
OV,RPS17,P08708,Up,,,,,,,,,,
COAD,RPS18,P62269,Up,,,,,,,,,,
GBM,RPS18,P62269,Up,,,,,,,,,,
KIRC,RPS18,P62269,Up,,,,,,,,,,
LUSC,RPS18,P62269,Up,,,,,,,,,,
COAD,RPS19,P39019,Up,,,,,,,,,,
GBM,RPS19,P39019,Up,,,,,,,,,,
LUAD,RPS19,P39019,Up,,,,,,,,,,
LUSC,RPS19,P39019,Up,,,,,,,,,,
COAD,RPS2,P15880,Up,,,,,,,,,,
LUAD,RPS2,P15880,Up,,,,,,,,,,
LUSC,RPS2,P15880,Up,,,,,,,,,,
OV,RPS2,P15880,Up,,,,,,,,,,
PAAD,RPS2,P15880,,Down,,,,,,,,,
COAD,RPS20,P60866,Up,,,,,,,,,,
GBM,RPS20,P60866,Up,,,,,,,,,,
KIRC,RPS20,P60866,Up,,,,,,,,,,
OV,RPS20,P60866,Up,,,,,,,,,,
GBM,RPS21,P63220,Up,,,,,,,,,,
COAD,RPS24,P62847,Up,,,,,,,,,,
GBM,RPS24,P62847,Up,,,,,,,,,,
KIRC,RPS24,P62847,Up,,,,,,,,,,
GBM,RPS25,P62851,Up,,,,,,,,,,
KIRC,RPS25,P62851,Up,,,,,,,,,,
GBM,RPS26,P62854,Up,,,,,,,,,,
GBM,RPS27,P42677,Up,,,,,,,,,,
LIHC,RPS27,P42677,Up,,,,,,,,,,
GBM,RPS27L,Q71UM5,Up,,,,,,,,,,
KIRC,RPS28,P62857,Up,,,,,,,,,,
OV,RPS28,P62857,Up,,,,,,,,,,
GBM,RPS29,P62273,Up,,,,,,,,,,
OV,RPS29,P62273,Up,,,,,,,,,,
COAD,RPS3,P23396,Up,,,,,,,,,,
GBM,RPS3,P23396,Up,,,,,,,,,,
COAD,RPS4X,P62701,Up,,,,,,,,,,
GBM,RPS4X,P62701,Up,,,,,,,,,,
KIRC,RPS4X,P62701,Up,,,,,,,,,,
PAAD,RPS4Y1,P22090,,Down,,,,,,,,,
COAD,RPS5,P46782,Up,,,,,,,,,,
GBM,RPS5,P46782,Up,,,,,,,,,,
KIRC,RPS5,P46782,Up,,,,,,,,,,
LUSC,RPS5,P46782,Up,,,,,,,,,,
PAAD,RPS5,P46782,,Down,,,,,,,,,
COAD,RPS6,P62753,Up,,,,,,,,,,
GBM,RPS6,P62753,Up,,,,,,,,,,
KIRC,RPS6,P62753,Up,,,,,,,,,,
BRCA,RPS6KA1,Q15418,Up,,,,,,,,,,
LUSC,RPS6KA1,Q15418,,Down,,,,,,,,,
UCEC,RPS6KA1,Q15418,Up,,,,,,,,,,
GBM,RPS6KA2,Q15349,,Down,,,,,,,,,
LUAD,RPS6KA2,Q15349,,Down,,,,,,,,,
LUSC,RPS6KA2,Q15349,,Down,,,,,,,,,
BRCA,RPS6KA3,P51812,,Down,,,,,,,,,
LUSC,RPS6KA3,P51812,,Down,,,,,,,,,
UCEC,RPS6KA3,P51812,,Down,,,,,,,,,
KIRC,RPS6KB2,Q9UBS0,Up,,,,,,,,,,
LUAD,RPS6KB2,Q9UBS0,Up,,,,,,,,,,
UCEC,RPS6KB2,Q9UBS0,Up,,,,,,,,,,
COAD,RPS7,P62081,Up,,,,,,,,,,
LUAD,RPS7,P62081,Up,,,,,,,,,,
LUSC,RPS7,P62081,Up,,,,,,,,,,
GBM,RPS8,P62241,Up,,,,,,,,,,
KIRC,RPS8,P62241,Up,,,,,,,,,,
GBM,RPS9,P46781,Up,,,,,,,,,,
KIRC,RPS9,P46781,Up,,,,,,,,,,
PAAD,RPSA,P08865,,Down,,,,,,,,,
LUSC,RPUSD1,Q9UJJ7,Up,,,,,,,,,,
GBM,RPUSD2,Q8IZ73,Up,,,,,,,,,,
KIRC,RRAD,P55042,Up,,,,,,,,,,
LUAD,RRAD,P55042,,Down,,,,,,,,,
LUSC,RRAD,P55042,,Down,,,,,,,,,
OV,RRAD,P55042,,Down,,,,,,,,,
UCEC,RRAGA,Q7L523,,Down,,,,,,,,,
LUAD,RRAGB,Q5VZM2,,Down,,,,,,,,,
UCEC,RRAGB,Q5VZM2,,Down,,,,,,,,,
ESCC,RRAGC,Q9HB90,Up,,,,,,,,,,
PAAD,RRAGC,Q9HB90,Up,,,,,,,,,,
BRCA,RRAGD,Q9NQL2,,Down,,,,,,,,,
HNSC,RRAGD,Q9NQL2,,Down,,,,,,,,,
LIHC,RRAGD,Q9NQL2,Up,,,,,,,,,,
BRCA,RRAS,P10301,,Down,,,,,,,,,
LUAD,RRAS,P10301,,Down,,,,,,,,,
LUSC,RRAS,P10301,,Down,,,,,,,,,
PAAD,RRAS,P10301,Up,,,,,,,,,,
UCEC,RRAS,P10301,,Down,,,,,,,,,
BRCA,RRAS2,P62070,,Down,,,,,,,,,
COAD,RRAS2,P62070,,Down,,,,,,,,,
HNSC,RRAS2,P62070,Up,,,,,,,,,,
GBM,RRBP1,Q9P2E9,Up,,,,,,,,,,
LUAD,RRBP1,Q9P2E9,Up,,,,,,,,,,
OV,RRBP1,Q9P2E9,Up,,,,,,,,,,
PAAD,RRBP1,Q9P2E9,,Down,,,,,,,,,
COAD,RRM1,P23921,Up,,,,,,,,,,
LIHC,RRM1,P23921,Up,,,,,,,,,,
LUAD,RRM1,P23921,Up,,,,,,,,,,
LUSC,RRM1,P23921,Up,,,,,,,,,,
OV,RRM1,P23921,Up,,,,,,,,,,
PAAD,RRM1,P23921,Up,,,,,,,,,,
UCEC,RRM1,P23921,Up,,,,,,,,,,
BRCA,RRM2,P31350,Up,,13.0,No,,,,,,,
COAD,RRM2,P31350,Up,,13.0,No,,,,,,,
ESCC,RRM2,P31350,Up,,13.0,No,,,,,,,
GBM,RRM2,P31350,Up,,13.0,No,,,,,,,
HNSC,RRM2,P31350,Up,,13.0,No,,,,,,,
KIRC,RRM2,P31350,Up,,13.0,No,,,,,,,
LIHC,RRM2,P31350,Up,,13.0,No,,,,,,,
LUAD,RRM2,P31350,Up,,13.0,No,,,,,,,
LUSC,RRM2,P31350,Up,,13.0,No,,,,,,,
OV,RRM2,P31350,Up,,13.0,No,,,,,,,
PAAD,RRM2,P31350,Up,,13.0,No,,,,,,,
STAD,RRM2,P31350,Up,,13.0,No,,,,,,,
UCEC,RRM2,P31350,Up,,13.0,No,,,,,,,
GBM,RRM2B,Q7LG56,Up,,,,,,,,,,
LUSC,RRM2B,Q7LG56,,Down,,,,,,,,,
LIHC,RRN3,Q9NYV6,,Down,,,,,,,,,
COAD,RRP1,P56182,Up,,,,,,,,,,
ESCC,RRP1,P56182,Up,,,,,,,,,,
KIRC,RRP1,P56182,Up,,,,,,,,,,
LIHC,RRP1,P56182,Up,,,,,,,,,,
LUAD,RRP1,P56182,Up,,,,,,,,,,
LUSC,RRP1,P56182,Up,,,,,,,,,,
UCEC,RRP1,P56182,Up,,,,,,,,,,
COAD,RRP12,Q5JTH9,Up,,,,,,,,,,
ESCC,RRP12,Q5JTH9,Up,,,,,,,,,,
LIHC,RRP12,Q5JTH9,Up,,,,,,,,,,
LUAD,RRP12,Q5JTH9,Up,,,,,,,,,,
OV,RRP12,Q5JTH9,Up,,,,,,,,,,
COAD,RRP15,Q9Y3B9,Up,,,,,,,,,,
COAD,RRP1B,Q14684,Up,,,,,,,,,,
LUAD,RRP1B,Q14684,Up,,,,,,,,,,
LUSC,RRP1B,Q14684,Up,,,,,,,,,,
LUAD,RRP36,Q96EU6,Up,,,,,,,,,,
LUSC,RRP36,Q96EU6,Up,,,,,,,,,,
UCEC,RRP36,Q96EU6,Up,,,,,,,,,,
COAD,RRP7A,Q9Y3A4,Up,,,,,,,,,,
LUSC,RRP7A,Q9Y3A4,Up,,,,,,,,,,
BRCA,RRP9,O43818,Up,,,,,,,,,,
COAD,RRP9,O43818,Up,,,,,,,,,,
GBM,RRP9,O43818,Up,,,,,,,,,,
LIHC,RRP9,O43818,Up,,,,,,,,,,
LUSC,RRP9,O43818,Up,,,,,,,,,,
OV,RRP9,O43818,Up,,,,,,,,,,
UCEC,RRP9,O43818,Up,,,,,,,,,,
COAD,RRS1,Q15050,Up,,,,,,,,,,
ESCC,RRS1,Q15050,Up,,,,,,,,,,
LIHC,RRS1,Q15050,Up,,,,,,,,,,
LUSC,RRS1,Q15050,Up,,,,,,,,,,
OV,RRS1,Q15050,Up,,,,,,,,,,
HNSC,RSAD2,Q8WXG1,Up,,,,,,,,,,
GBM,RSBN1L,Q6PCB5,Up,,,,,,,,,,
COAD,RSL1D1,O76021,Up,,,,,,,,,,
KIRC,RSL1D1,O76021,Up,,,,,,,,,,
LUAD,RSL1D1,O76021,Up,,,,,,,,,,
COAD,RSL24D1,Q9UHA3,Up,,,,,,,,,,
LUAD,RSPH1,Q8WYR4,,Down,,,,,,,,,
LUSC,RSPH1,Q8WYR4,,Down,,,,,,,,,
LUAD,RSPH4A,Q5TD94,,Down,,,,,,,,,
LUSC,RSPH4A,Q5TD94,,Down,,,,,,,,,
LUAD,RSPH9,Q9H1X1,,Down,,,,,,,,,
LUSC,RSPH9,Q9H1X1,,Down,,,,,,,,,
UCEC,RSPO1,Q2MKA7,,Down,,,,,,,,,
ESCC,RSRC1,Q96IZ7,Up,,,,,,,,,,
LUSC,RSRC1,Q96IZ7,Up,,,,,,,,,,
OV,RSRC1,Q96IZ7,Up,,,,,,,,,,
LUSC,RSU1,Q15404,,Down,,,,,,,,,
UCEC,RSU1,Q15404,,Down,,,,,,,,,
LUSC,RTCB,Q9Y3I0,Up,,,,,,,,,,
STAD,RTEL1,Q9NZ71,Up,,,,,,,,,,
BRCA,RTKN,Q9BST9,Up,,,,,,,,,,
COAD,RTKN,Q9BST9,Up,,,,,,,,,,
ESCC,RTKN,Q9BST9,Up,,,,,,,,,,
HNSC,RTKN,Q9BST9,Up,,,,,,,,,,
LUSC,RTKN,Q9BST9,Up,,,,,,,,,,
OV,RTKN,Q9BST9,Up,,,,,,,,,,
UCEC,RTKN,Q9BST9,Up,,,,,,,,,,
LUAD,RTKN2,Q8IZC4,,Down,,,,,,,,,
LUSC,RTKN2,Q8IZC4,,Down,,,,,,,,,
COAD,RTN1,Q16799,,Down,,,,,,,,,
GBM,RTN1,Q16799,,Down,,,,,,,,,
LUAD,RTN1,Q16799,,Down,,,,,,,,,
LUSC,RTN1,Q16799,,Down,,,,,,,,,
GBM,RTN3,O95197,,Down,,,,,,,,,
BRCA,RTN4,Q9NQC3,,Down,,,,,,,,,
GBM,RTN4,Q9NQC3,,Down,,,,,,,,,
LIHC,RTN4,Q9NQC3,,Down,,,,,,,,,
KIRC,RTN4IP1,Q8WWV3,,Down,,,,,,,,,
GBM,RTN4R,Q9BZR6,,Down,,,,,,,,,
GBM,RTN4RL2,Q86UN3,,Down,,,,,,,,,
HNSC,RTTN,Q86VV8,Up,,,,,,,,,,
GBM,RUFY3,Q7L099,,Down,,,,,,,,,
LUSC,RUFY3,Q7L099,,Down,,,,,,,,,
GBM,RUNDC3A,Q59EK9,,Down,,,,,,,,,
GBM,RUNDC3B,Q96NL0,,Down,,,,,,,,,
ESCC,RUNX1,Q01196,Up,,,,,,,,,,
PAAD,RUNX1,Q01196,Up,,,,,,,,,,
LUSC,RUNX1T1,Q06455,,Down,,,,,,,,,
UCEC,RUNX1T1,Q06455,,Down,,,,,,,,,
BRCA,RUNX2,Q13950,Up,,,,,,,,,,
ESCC,RUNX3,Q13761,Up,,,,,,,,,,
HNSC,RUNX3,Q13761,Up,,,,,,,,,,
LIHC,RUNX3,Q13761,,Down,,,,,,,,,
PAAD,RUNX3,Q13761,Up,,,,,,,,,,
LUAD,RUSC1,Q9BVN2,Up,,,,,,,,,,
COAD,RUVBL1,Q9Y265,Up,,,,,,,,,,
ESCC,RUVBL1,Q9Y265,Up,,,,,,,,,,
GBM,RUVBL1,Q9Y265,Up,,,,,,,,,,
LIHC,RUVBL1,Q9Y265,Up,,,,,,,,,,
LUSC,RUVBL1,Q9Y265,Up,,,,,,,,,,
OV,RUVBL1,Q9Y265,Up,,,,,,,,,,
UCEC,RUVBL1,Q9Y265,Up,,,,,,,,,,
COAD,RUVBL2,Q9Y230,Up,,,,,,,,,,
ESCC,RUVBL2,Q9Y230,Up,,,,,,,,,,
LUSC,RUVBL2,Q9Y230,Up,,,,,,,,,,
OV,RUVBL2,Q9Y230,Up,,,,,,,,,,
PAAD,RWDD1,Q9H446,,Down,,,,,,,,,
OV,RXRA,P19793,,Down,,,,,,,,,
UCEC,RXRA,P19793,,Down,,,,,,,,,
ESCC,RYR2,Q92736,,Down,,,,,,,,,
GBM,RYR2,Q92736,,Down,,,,,,,,,
KIRC,RYR2,Q92736,Up,,,,,,,,,,
ESCC,S100A1,P23297,,Down,,,,,,,,,
GBM,S100A1,P23297,,Down,,,,,,,,,
HNSC,S100A1,P23297,,Down,,,,,,,,,
LIHC,S100A1,P23297,Up,,,,,,,,,,
GBM,S100A10,P60903,Up,,,,,,,,,,
KIRC,S100A10,P60903,Up,,,,,,,,,,
LIHC,S100A10,P60903,Up,,,,,,,,,,
PAAD,S100A10,P60903,Up,,,,,,,,,,
COAD,S100A11,P31949,Up,,,,,,,,,,
GBM,S100A11,P31949,Up,,,,,,,,,,
KIRC,S100A11,P31949,Up,,,,,,,,,,
LUSC,S100A11,P31949,Up,,,,,,,,,,
PAAD,S100A11,P31949,Up,,,,,,,,,,
UCEC,S100A11,P31949,Up,,,,,,,,,,
BRCA,S100A12,P80511,,Down,,,,,,,,,
KIRC,S100A12,P80511,Up,,,,,,,,,,
LIHC,S100A12,P80511,,Down,,,,,,,,,
LUAD,S100A12,P80511,,Down,,,,,,,,,
OV,S100A12,P80511,,Down,,,,,,,,,
BRCA,S100A14,Q9HCY8,Up,,,,,,,,,,
HNSC,S100A14,Q9HCY8,,Down,,,,,,,,,
LUAD,S100A14,Q9HCY8,Up,,,,,,,,,,
LUSC,S100A14,Q9HCY8,Up,,,,,,,,,,
PAAD,S100A14,Q9HCY8,Up,,,,,,,,,,
HNSC,S100A16,Q96FQ6,,Down,,,,,,,,,
KIRC,S100A16,Q96FQ6,Up,,,,,,,,,,
LUAD,S100A16,Q96FQ6,Up,,,,,,,,,,
LUSC,S100A16,Q96FQ6,Up,,,,,,,,,,
PAAD,S100A16,Q96FQ6,Up,,,,,,,,,,
BRCA,S100A2,P29034,Up,,,,,,,,,,
GBM,S100A2,P29034,Up,,,,,,,,,,
KIRC,S100A2,P29034,,Down,,,,,,,,,
LUAD,S100A2,P29034,Up,,,,,,,,,,
LUSC,S100A2,P29034,Up,,,,,,,,,,
PAAD,S100A2,P29034,Up,,,,,,,,,,
UCEC,S100A2,P29034,Up,,,,,,,,,,
GBM,S100A3,P33764,Up,,,,,,,,,,
LUAD,S100A3,P33764,,Down,,,,,,,,,
LUSC,S100A3,P33764,,Down,,,,,,,,,
PAAD,S100A3,P33764,Up,,,,,,,,,,
BRCA,S100A4,P26447,,Down,,,,,,,,,
GBM,S100A4,P26447,Up,,,,,,,,,,
LUAD,S100A4,P26447,,Down,,,,,,,,,
LUSC,S100A4,P26447,,Down,,,,,,,,,
PAAD,S100A4,P26447,Up,,,,,,,,,,
GBM,S100A6,P06703,Up,,,,,,,,,,
PAAD,S100A6,P06703,Up,,,,,,,,,,
LUSC,S100A7,P31151,Up,,,,,,,,,,
KIRC,S100A8,P05109,Up,,,,,,,,,,
LIHC,S100A8,P05109,,Down,,,,,,,,,
OV,S100A8,P05109,,Down,,,,,,,,,
KIRC,S100A9,P06702,Up,,,,,,,,,,
PAAD,S100A9,P06702,Up,,,,,,,,,,
BRCA,S100B,P04271,,Down,,,,,,,,,
COAD,S100B,P04271,,Down,,,,,,,,,
HNSC,S100B,P04271,,Down,,,,,,,,,
LUAD,S100B,P04271,Up,,,,,,,,,,
COAD,S100P,P25815,Up,,,,,,,,,,
LIHC,S100P,P25815,Up,,,,,,,,,,
LUSC,S100P,P25815,Up,,,,,,,,,,
PAAD,S100P,P25815,Up,,,,,,,,,,
GBM,S100PBP,Q96BU1,Up,,,,,,,,,,
HNSC,S100PBP,Q96BU1,Up,,,,,,,,,,
LUAD,S1PR1,P21453,,Down,,,,,,,,,
LUSC,S1PR1,P21453,,Down,,,,,,,,,
GBM,S1PR2,O95136,Up,,,,,,,,,,
LUSC,S1PR2,O95136,,Down,,,,,,,,,
GBM,S1PR3,Q99500,Up,,,,,,,,,,
BRCA,SAA1,P0DJI8,,Down,,,,,,,2.0,,
HNSC,SAA1,P0DJI8,,Down,,,,,,,2.0,,
LIHC,SAA2,P0DJI9,,Down,,,,,,,,,
STAD,SAA2,P0DJI9,Up,,,,,,,,,,
BRCA,SAA4,P35542,,Down,,,,,,,,,
HNSC,SAA4,P35542,,Down,,,,,,,,,
KIRC,SAA4,P35542,Up,,,,,,,,,,
PAAD,SAA4,P35542,Up,,,,,,,,,,
COAD,SAAL1,Q96ER3,Up,,,,,,,,,,
ESCC,SAAL1,Q96ER3,Up,,,,,,,,,,
GBM,SAAL1,Q96ER3,Up,,,,,,,,,,
HNSC,SAAL1,Q96ER3,Up,,,,,,,,,,
LIHC,SAAL1,Q96ER3,Up,,,,,,,,,,
LUSC,SAAL1,Q96ER3,Up,,,,,,,,,,
KIRC,SACM1L,Q9NTJ5,,Down,,,,,,,,,
LUAD,SACM1L,Q9NTJ5,,Down,,,,,,,,,
LUSC,SACM1L,Q9NTJ5,,Down,,,,,,,,,
LIHC,SAE1,Q9UBE0,Up,,,,,,,,,,
LUSC,SAE1,Q9UBE0,Up,,,,,,,,,,
GBM,SALL1,Q9NSC2,Up,,,,,,,,,,
KIRC,SALL1,Q9NSC2,,Down,,,,,,,,,
GBM,SALL2,Q9Y467,Up,,,,,,,,,,
